person_name,person_birthdate,person_deathdate,person_country,person_geo,person_period,person_tags,event_date,person_age_days,age_years,age_months,age_days_rem,age_label,description_fr,category,subcategory,importance,wikipedia_slug
Fernand de Magellan,1480-02-03,1521-04-27,PT,histoire-europe,renaissance,exploration,1521-04-27,15061,41,2,25,"41 ans, 2 mois et 25 jours",Tué aux Philippines lors d'une bataille — ses hommes achèvent le tour,exploration,mort,5,Fernand_de_Magellan
Alexander Fleming,1881-08-06,1955-03-11,GB,histoire-europe,xxe,science-medecine,1906-01-01,8912,24,4,24,"24 ans, 4 mois et 24 jours",Rejoint le laboratoire d'Almroth Wright à St Mary's Hospital,science,debut,3,Alexander_Fleming
Alexander Fleming,1881-08-06,1955-03-11,GB,histoire-europe,xxe,science-medecine,1928-09-03,17195,47,,29,"47 ans, 0 mois et 29 jours",Découvre la pénicilline par accident,science,decouverte,5,Alexander_Fleming
Alexander Fleming,1881-08-06,1955-03-11,GB,histoire-europe,xxe,science-medecine,1929-06-10,17475,47,10,4,"47 ans, 10 mois et 4 jours",Publie ses travaux sur la pénicilline,science,publication,5,Alexander_Fleming
Alexander Fleming,1881-08-06,1955-03-11,GB,histoire-europe,xxe,science-medecine,1945-12-10,23502,64,4,4,"64 ans, 4 mois et 4 jours",Reçoit le Nobel de Médecine avec Florey et Chain,science,prix,5,Alexander_Fleming
Alexander Fleming,1881-08-06,1955-03-11,GB,histoire-europe,xxe,science-medecine,1955-03-11,26880,73,7,3,"73 ans, 7 mois et 3 jours",Meurt à Londres à 73 ans,science,mort,3,Alexander_Fleming
Nelson Mandela,1918-07-18,2013-12-05,ZA,afrique,xxe,politique,1944-09-09,9550,26,1,23,"26 ans, 1 mois et 23 jours",Co-fonde la Ligue de la jeunesse de l'ANC,pouvoir,creation,4,Nelson_Mandela
Nelson Mandela,1918-07-18,2013-12-05,ZA,afrique,xxe,politique,1952-06-26,12397,33,11,9,"33 ans, 11 mois et 9 jours",Lance la Campagne de défi contre les lois d'apartheid,pouvoir,resistance,4,Nelson_Mandela
Nelson Mandela,1918-07-18,2013-12-05,ZA,afrique,xxe,politique,1964-06-12,16766,45,10,25,"45 ans, 10 mois et 25 jours",Condamné à la prison à vie lors du procès de Rivonia,pouvoir,emprisonnement,5,Nelson_Mandela
Nelson Mandela,1918-07-18,2013-12-05,ZA,afrique,xxe,politique,1990-02-11,26138,71,6,23,"71 ans, 6 mois et 23 jours",Libéré après 27 ans de prison,pouvoir,liberation,5,Nelson_Mandela
Nelson Mandela,1918-07-18,2013-12-05,ZA,afrique,xxe,politique,1993-12-10,27539,75,4,24,"75 ans, 4 mois et 24 jours",Reçoit le Prix Nobel de la Paix avec De Klerk,spirituel,prix,5,Nelson_Mandela
Nelson Mandela,1918-07-18,2013-12-05,ZA,afrique,xxe,politique,1994-05-10,27690,75,9,23,"75 ans, 9 mois et 23 jours",Investi premier président noir d'Afrique du Sud,pouvoir,election,5,Nelson_Mandela
Nelson Mandela,1918-07-18,2013-12-05,ZA,afrique,xxe,politique,2013-12-05,34839,95,4,19,"95 ans, 4 mois et 19 jours",Meurt à Johannesburg à 95 ans — deuil mondial,pouvoir,mort,5,Nelson_Mandela
Hedy Lamarr,1914-11-09,2000-01-19,AT,histoire-europe,xxe,science-medecine,1933-01-01,6626,18,1,21,"18 ans, 1 mois et 21 jours",Sort dans Extase — scandalise le monde entier,arts,film,4,Hedy_Lamarr
Hedy Lamarr,1914-11-09,2000-01-19,AT,histoire-europe,xxe,science-medecine,1942-08-11,10137,27,9,2,"27 ans, 9 mois et 2 jours",Dépose le brevet du saut de fréquences — base du WiFi et Bluetooth,science,invention,5,Hedy_Lamarr
Hedy Lamarr,1914-11-09,2000-01-19,AT,histoire-europe,xxe,science-medecine,1997-03-12,30074,82,4,2,"82 ans, 4 mois et 2 jours",Reçoit le Pioneer Award de l'Electronic Frontier Foundation,science,prix,4,Hedy_Lamarr
Hedy Lamarr,1914-11-09,2000-01-19,AT,histoire-europe,xxe,science-medecine,2000-01-19,31116,85,2,9,"85 ans, 2 mois et 9 jours",Meurt à Casselberry en Floride à 85 ans,science,mort,3,Hedy_Lamarr
Katherine Johnson,1918-08-26,2020-02-24,US,histoire-usa,xxe,science-medecine,1953-01-01,12545,34,4,5,"34 ans, 4 mois et 5 jours",Rejoint la NASA comme calculatrice humaine,science,debut,4,Katherine_Johnson
Katherine Johnson,1918-08-26,2020-02-24,US,histoire-usa,xxe,science-medecine,1961-05-05,15593,42,8,9,"42 ans, 8 mois et 9 jours",Calcule la trajectoire d'Alan Shepard — 1er Américain dans l'espace,science,calcul,5,Katherine_Johnson
Katherine Johnson,1918-08-26,2020-02-24,US,histoire-usa,xxe,science-medecine,1962-02-20,15881,43,5,23,"43 ans, 5 mois et 23 jours",John Glenn exige qu'elle vérifie l'ordinateur avant son orbite,science,calcul,5,Katherine_Johnson
Katherine Johnson,1918-08-26,2020-02-24,US,histoire-usa,xxe,science-medecine,1969-07-16,18587,50,10,20,"50 ans, 10 mois et 20 jours",Calcule la trajectoire d'Apollo 11 vers la Lune,science,calcul,5,Katherine_Johnson
Katherine Johnson,1918-08-26,2020-02-24,US,histoire-usa,xxe,science-medecine,2015-11-24,35519,97,2,29,"97 ans, 2 mois et 29 jours",Reçoit la Médaille présidentielle de la Liberté d'Obama,science,prix,5,Katherine_Johnson
Bernard Hinault,1954-11-14,,FR,histoire-france,contemporain,sport-cyclisme,1975-08-23,7587,20,9,8,"20 ans, 9 mois et 8 jours",Remporte son premier Tour de France à 23 ans,sport,cyclisme,5,Bernard_Hinault
Bernard Hinault,1954-11-14,,FR,histoire-france,contemporain,sport-cyclisme,1978-07-23,8652,23,8,8,"23 ans, 8 mois et 8 jours",2e Tour de France,sport,cyclisme,4,Bernard_Hinault
Bernard Hinault,1954-11-14,,FR,histoire-france,contemporain,sport-cyclisme,1980-09-14,9436,25,10,,"25 ans, 10 mois et 0 jour",Champion du monde à Sallanches,sport,cyclisme,4,Bernard_Hinault
Bernard Hinault,1954-11-14,,FR,histoire-france,contemporain,sport-cyclisme,1985-07-21,11207,30,8,6,"30 ans, 8 mois et 6 jours",5e Tour de France — égalise Merckx et Anquetil,sport,cyclisme,5,Bernard_Hinault
Bernard Hinault,1954-11-14,,FR,histoire-france,contemporain,sport-cyclisme,1986-07-27,11578,31,8,12,"31 ans, 8 mois et 12 jours",Se retire après 5 Tours de France,sport,retraite,4,Bernard_Hinault
Coco Chanel,1883-08-19,1971-01-10,FR,histoire-france,xxe,arts-peinture,1910-11-01,9936,27,2,14,"27 ans, 2 mois et 14 jours",Ouvre sa première boutique rue Cambon à Paris,arts,creation,4,Coco_Chanel
Coco Chanel,1883-08-19,1971-01-10,FR,histoire-france,xxe,arts-peinture,1916-01-01,11822,32,4,12,"32 ans, 4 mois et 12 jours",Révolutionne la mode avec le jersey et le confort,arts,revolution,4,Coco_Chanel
Coco Chanel,1883-08-19,1971-01-10,FR,histoire-france,xxe,arts-peinture,1921-05-05,13774,37,8,16,"37 ans, 8 mois et 16 jours",Lance Chanel N°5 — parfum le plus vendu de l'histoire,arts,creation,5,Coco_Chanel
Coco Chanel,1883-08-19,1971-01-10,FR,histoire-france,xxe,arts-peinture,1926-10-01,15749,43,1,13,"43 ans, 1 mois et 13 jours",Présente la petite robe noire — révolution de la mode,arts,creation,5,Coco_Chanel
Coco Chanel,1883-08-19,1971-01-10,FR,histoire-france,xxe,arts-peinture,1954-02-05,25735,70,5,15,"70 ans, 5 mois et 15 jours",Revient à la mode à 70 ans après 15 ans d'absence,arts,retour,4,Coco_Chanel
Coco Chanel,1883-08-19,1971-01-10,FR,histoire-france,xxe,arts-peinture,1971-01-10,31919,87,4,21,"87 ans, 4 mois et 21 jours",Meurt à Paris à 87 ans — icône absolue,arts,mort,5,Coco_Chanel
Steve Jobs,1955-02-24,2011-10-05,US,histoire-usa,contemporain,economie-finance,1976-04-01,7710,21,1,9,"21 ans, 1 mois et 9 jours",Co-fonde Apple dans le garage de ses parents,economie,creation,5,Steve_Jobs
Steve Jobs,1955-02-24,2011-10-05,US,histoire-usa,contemporain,economie-finance,1984-01-22,10561,28,10,29,"28 ans, 10 mois et 29 jours",Présente le Macintosh lors d'une pub légendaire,economie,lancement,5,Steve_Jobs
Steve Jobs,1955-02-24,2011-10-05,US,histoire-usa,contemporain,economie-finance,1985-09-17,11166,30,6,26,"30 ans, 6 mois et 26 jours",Évincé d'Apple — crée NeXT et rachète Pixar,economie,depart,4,Steve_Jobs
Steve Jobs,1955-02-24,2011-10-05,US,histoire-usa,contemporain,economie-finance,1997-07-09,15479,42,4,17,"42 ans, 4 mois et 17 jours",Revient chez Apple — commence la renaissance,economie,retour,5,Steve_Jobs
Steve Jobs,1955-02-24,2011-10-05,US,histoire-usa,contemporain,economie-finance,2001-10-23,17046,46,8,1,"46 ans, 8 mois et 1 jour",Lance l'iPod — début de la révolution numérique,economie,lancement,5,Steve_Jobs
Steve Jobs,1955-02-24,2011-10-05,US,histoire-usa,contemporain,economie-finance,2007-01-09,18948,51,10,16,"51 ans, 10 mois et 16 jours",Présente l'iPhone — révolution mondiale,economie,lancement,5,Steve_Jobs
Steve Jobs,1955-02-24,2011-10-05,US,histoire-usa,contemporain,economie-finance,2011-10-05,20680,56,7,12,"56 ans, 7 mois et 12 jours",Meurt à Palo Alto à 56 ans — choc mondial,economie,mort,5,Steve_Jobs
