person_name,person_birthdate,person_deathdate,person_country,person_geo,person_period,person_tags,event_date,person_age_days,age_years,age_months,age_days_rem,age_label,description_fr,category,subcategory,importance,wikipedia_slug
Michel Platini,1955-06-21,,FR,histoire-france,contemporain,sport-football,1984-07-27,10629,29,1,6,"29 ans, 1 mois et 6 jours",Champion d'Europe avec la France — Ballon d'Or la meme annee,sport,distinction,5,Michel_Platini
Michel Platini,1955-06-21,,FR,histoire-france,contemporain,sport-football,1985-05-29,10935,29,11,8,"29 ans, 11 mois et 8 jours",Catastrophe du Heysel — finale de la C1 endeuilllee a 29 ans,sport,drame,5,Michel_Platini
Michel Platini,1955-06-21,,FR,histoire-france,contemporain,sport-football,1985-12-01,11121,30,5,11,"30 ans, 5 mois et 11 jours",Elu Ballon d'Or pour la 3e fois consecutive — record absolu,sport,distinction,5,Michel_Platini
Michel Platini,1955-06-21,,FR,histoire-france,contemporain,sport-football,1987-05-17,11653,31,10,26,"31 ans, 10 mois et 26 jours",Se retire a 31 ans apres avoir tout gagne,sport,retraite,4,Michel_Platini
Ayrton Senna,1960-03-21,1994-05-01,BR,histoire-monde,contemporain,sport-jo,1977-01-01,6128,16,9,10,"16 ans, 9 mois et 10 jours",Commence le karting a 17 ans au Bresil — premier titre,sport,debut,4,Ayrton_Senna
Ayrton Senna,1960-03-21,1994-05-01,BR,histoire-monde,contemporain,sport-jo,1984-04-08,8784,24,,18,"24 ans, 0 mois et 18 jours",Premiere course en F1 avec Toleman a 24 ans — quasi-victoire Monaco,sport,f1,5,Ayrton_Senna
Ayrton Senna,1960-03-21,1994-05-01,BR,histoire-monde,contemporain,sport-jo,1988-10-30,10450,28,7,9,"28 ans, 7 mois et 9 jours",Champion du monde avec McLaren Honda a 28 ans,sport,f1,5,Ayrton_Senna
Ayrton Senna,1960-03-21,1994-05-01,BR,histoire-monde,contemporain,sport-jo,1989-10-22,10807,29,7,1,"29 ans, 7 mois et 1 jour",Collision avec Prost a Suzuka — titre vole selon lui,sport,incident,4,Ayrton_Senna
Ayrton Senna,1960-03-21,1994-05-01,BR,histoire-monde,contemporain,sport-jo,1991-10-20,11535,31,6,30,"31 ans, 6 mois et 30 jours",3e titre mondial — pole position record de 65 en carriere,sport,f1,5,Ayrton_Senna
Ayrton Senna,1960-03-21,1994-05-01,BR,histoire-monde,contemporain,sport-jo,1994-05-01,12459,34,1,10,"34 ans, 1 mois et 10 jours",Meurt a Imola a 34 ans lors du Grand Prix de Saint-Marin,sport,mort,5,Ayrton_Senna
Usain Bolt,1986-08-21,,JM,histoire-monde,contemporain,sport-jo,2002-08-07,5830,15,11,17,"15 ans, 11 mois et 17 jours",Champion du monde junior du 200m a 15 ans — plus jeune de l'histoire,sport,jo,5,Usain_Bolt
Usain Bolt,1986-08-21,,JM,histoire-monde,contemporain,sport-jo,2004-08-21,6575,18,,1,"18 ans, 0 mois et 1 jour",Participe aux JO d'Athenes a 17 ans — elimine en 1er tour,sport,jo,3,Usain_Bolt
Usain Bolt,1986-08-21,,JM,histoire-monde,contemporain,sport-jo,2008-08-16,8031,21,11,26,"21 ans, 11 mois et 26 jours",Record du monde du 100m a Pekin — 9.69 puis 9.58 s,sport,jo,5,Usain_Bolt
Usain Bolt,1986-08-21,,JM,histoire-monde,contemporain,sport-jo,2012-08-09,9485,25,11,19,"25 ans, 11 mois et 19 jours",Triple triple aux JO de Londres — 100m 200m relais,sport,jo,5,Usain_Bolt
Usain Bolt,1986-08-21,,JM,histoire-monde,contemporain,sport-jo,2016-08-14,10951,29,11,24,"29 ans, 11 mois et 24 jours",Triple triple aux JO de Rio — 8 medailles d'or olympiques,sport,jo,5,Usain_Bolt
Usain Bolt,1986-08-21,,JM,histoire-monde,contemporain,sport-jo,2017-08-12,11314,30,11,22,"30 ans, 11 mois et 22 jours",Se retire apres les Mondiaux de Londres a 30 ans,sport,retraite,4,Usain_Bolt
Roger Federer,1981-08-08,,CH,histoire-monde,contemporain,sport-tennis,1998-07-05,6175,16,10,26,"16 ans, 10 mois et 26 jours",Remporte Wimbledon juniors a 16 ans,sport,grand-chelem,4,Roger_Federer
Roger Federer,1981-08-08,,CH,histoire-monde,contemporain,sport-tennis,1999-07-05,6540,17,10,26,"17 ans, 10 mois et 26 jours",Bat Pete Sampras a Wimbledon a 17 ans — sensation mondiale,sport,grand-chelem,5,Roger_Federer
Roger Federer,1981-08-08,,CH,histoire-monde,contemporain,sport-tennis,2003-07-06,8002,21,10,27,"21 ans, 10 mois et 27 jours",Premier titre a Wimbledon a 21 ans — debut d'une ere,sport,grand-chelem,5,Roger_Federer
Roger Federer,1981-08-08,,CH,histoire-monde,contemporain,sport-tennis,2004-01-25,8204,22,5,16,"22 ans, 5 mois et 16 jours",Numero 1 mondial pour la premiere fois,sport,distinction,4,Roger_Federer
Roger Federer,1981-08-08,,CH,histoire-monde,contemporain,sport-tennis,2006-07-09,9101,24,11,,"24 ans, 11 mois et 0 jour",4e Wimbledon consecutif — domination absolue,sport,grand-chelem,5,Roger_Federer
Roger Federer,1981-08-08,,CH,histoire-monde,contemporain,sport-tennis,2009-06-07,10165,27,9,30,"27 ans, 9 mois et 30 jours",Remporte Roland-Garros — complete le Grand Chelem en carriere,sport,grand-chelem,5,Roger_Federer
Roger Federer,1981-08-08,,CH,histoire-monde,contemporain,sport-tennis,2017-07-16,13126,35,11,8,"35 ans, 11 mois et 8 jours",20e Grand Chelem a Wimbledon a 35 ans — record absolu,sport,grand-chelem,5,Roger_Federer
Roger Federer,1981-08-08,,CH,histoire-monde,contemporain,sport-tennis,2022-09-23,15021,41,1,15,"41 ans, 1 mois et 15 jours",Se retire a 41 ans apres la Laver Cup a Geneve,sport,retraite,5,Roger_Federer
Rafael Nadal,1986-06-03,,ES,histoire-monde,contemporain,sport-tennis,2003-04-29,6174,16,10,25,"16 ans, 10 mois et 25 jours",Devient professionnel a 15 ans et gagne son premier match ATP,sport,debut,4,Rafael_Nadal
Rafael Nadal,1986-06-03,,ES,histoire-monde,contemporain,sport-tennis,2005-06-05,6942,19,,3,"19 ans, 0 mois et 3 jours",Remporte Roland-Garros a 19 ans — debut de son regne sur la terre,sport,grand-chelem,5,Rafael_Nadal
Rafael Nadal,1986-06-03,,ES,histoire-monde,contemporain,sport-tennis,2008-07-06,8069,22,1,3,"22 ans, 1 mois et 3 jours",Bat Federer a Wimbledon — la plus grande finale de l'histoire,sport,grand-chelem,5,Rafael_Nadal
Rafael Nadal,1986-06-03,,ES,histoire-monde,contemporain,sport-tennis,2010-06-06,8769,24,,3,"24 ans, 0 mois et 3 jours",14e Grand Chelem a Roland-Garros — record de titres sur une surface,sport,grand-chelem,5,Rafael_Nadal
Rafael Nadal,1986-06-03,,ES,histoire-monde,contemporain,sport-tennis,2022-06-05,13151,36,,2,"36 ans, 0 mois et 2 jours",22e Grand Chelem a Roland-Garros a 36 ans malgre une blessure,sport,grand-chelem,5,Rafael_Nadal
Rafael Nadal,1986-06-03,,ES,histoire-monde,contemporain,sport-tennis,2024-11-19,14049,38,5,17,"38 ans, 5 mois et 17 jours",Se retire a 38 ans lors de la Coupe Davis a Malaga,sport,retraite,5,Rafael_Nadal
Novak Djokovic,1987-05-22,,RS,histoire-monde,contemporain,sport-tennis,2003-07-01,5884,16,1,9,"16 ans, 1 mois et 9 jours",Devient professionnel a 16 ans,sport,debut,3,Novak_Djokovic
Novak Djokovic,1987-05-22,,RS,histoire-monde,contemporain,sport-tennis,2008-01-27,7554,20,8,5,"20 ans, 8 mois et 5 jours",Remporte l'Open d'Australie a 20 ans — premier Grand Chelem,sport,grand-chelem,5,Novak_Djokovic
Novak Djokovic,1987-05-22,,RS,histoire-monde,contemporain,sport-tennis,2011-07-03,8808,24,1,11,"24 ans, 1 mois et 11 jours",Wimbledon — annee parfaite avec 3 Grand Chelems et 70 victoires,sport,grand-chelem,5,Novak_Djokovic
Novak Djokovic,1987-05-22,,RS,histoire-monde,contemporain,sport-tennis,2016-06-05,10607,29,,15,"29 ans, 0 mois et 15 jours",Remporte Roland-Garros — detient les 4 Grand Chelems simultanement,sport,grand-chelem,5,Novak_Djokovic
Novak Djokovic,1987-05-22,,RS,histoire-monde,contemporain,sport-tennis,2023-06-11,13169,36,,20,"36 ans, 0 mois et 20 jours",23e Grand Chelem a Roland-Garros — depasse Nadal et Federer,sport,grand-chelem,5,Novak_Djokovic
Novak Djokovic,1987-05-22,,RS,histoire-monde,contemporain,sport-tennis,2024-08-04,13589,37,2,14,"37 ans, 2 mois et 14 jours",Champion olympique a Paris a 37 ans — seul titre manquant,sport,jo,5,Novak_Djokovic
Lionel Messi,1987-06-24,,AR,histoire-monde,contemporain,sport-football,2000-09-17,4834,13,2,25,"13 ans, 2 mois et 25 jours",Signe avec le FC Barcelone a 13 ans — le club paie son traitement hormonal,sport,debut,5,Lionel_Messi
Lionel Messi,1987-06-24,,AR,histoire-monde,contemporain,sport-football,2004-10-16,6324,17,3,23,"17 ans, 3 mois et 23 jours",Premiere apparition en Liga a 17 ans,sport,debut,4,Lionel_Messi
Lionel Messi,1987-06-24,,AR,histoire-monde,contemporain,sport-football,2009-05-27,8008,21,11,3,"21 ans, 11 mois et 3 jours",Premiere Ligue des Champions avec Barca a 21 ans,sport,ldc,5,Lionel_Messi
Lionel Messi,1987-06-24,,AR,histoire-monde,contemporain,sport-football,2010-12-13,8573,23,5,20,"23 ans, 5 mois et 20 jours",Premier Ballon d'Or a 23 ans — debut d'une serie de 8,sport,distinction,5,Lionel_Messi
Lionel Messi,1987-06-24,,AR,histoire-monde,contemporain,sport-football,2012-03-07,9023,24,8,13,"24 ans, 8 mois et 13 jours",91 buts en une annee civile — record absolu du football,sport,record,5,Lionel_Messi
Lionel Messi,1987-06-24,,AR,histoire-monde,contemporain,sport-football,2021-07-10,12435,34,,17,"34 ans, 0 mois et 17 jours",Champion de Copa America avec l'Argentine a 34 ans — premier titre,sport,distinction,5,Lionel_Messi
Lionel Messi,1987-06-24,,AR,histoire-monde,contemporain,sport-football,2022-12-18,12961,35,5,25,"35 ans, 5 mois et 25 jours",Champion du Monde avec l'Argentine a 35 ans — consacration ultime,sport,coupe-monde,5,Lionel_Messi
Cristiano Ronaldo,1985-02-05,,PT,histoire-monde,contemporain,sport-football,2002-10-07,6456,17,8,3,"17 ans, 8 mois et 3 jours",Premiere apparition professionnelle avec le Sporting CP a 17 ans,sport,debut,4,Cristiano_Ronaldo
Cristiano Ronaldo,1985-02-05,,PT,histoire-monde,contemporain,sport-football,2003-08-12,6765,18,6,8,"18 ans, 6 mois et 8 jours",Signe a Manchester United a 18 ans — Alex Ferguson le recrute,sport,transfert,5,Cristiano_Ronaldo
Cristiano Ronaldo,1985-02-05,,PT,histoire-monde,contemporain,sport-football,2008-05-21,8509,23,3,17,"23 ans, 3 mois et 17 jours",Remporte la Ligue des Champions avec United a 23 ans,sport,ldc,5,Cristiano_Ronaldo
Cristiano Ronaldo,1985-02-05,,PT,histoire-monde,contemporain,sport-football,2009-07-01,8915,24,4,27,"24 ans, 4 mois et 27 jours",Transfert record au Real Madrid — 94 millions d'euros a 24 ans,sport,transfert,5,Cristiano_Ronaldo
Cristiano Ronaldo,1985-02-05,,PT,histoire-monde,contemporain,sport-football,2016-07-10,11481,31,5,6,"31 ans, 5 mois et 6 jours",Champion d'Europe avec le Portugal a 31 ans — seul titre national,sport,distinction,5,Cristiano_Ronaldo
Cristiano Ronaldo,1985-02-05,,PT,histoire-monde,contemporain,sport-football,2021-11-06,13426,36,9,3,"36 ans, 9 mois et 3 jours",800e but en carriere — record absolu du football mondial,sport,record,5,Cristiano_Ronaldo
